triplet_id,course_name,topic,agent_id,profile_id,char_count,token_proxy_count,sentence_count,avg_chars_per_sentence,heading_count,list_item_count,formula_marker_count,code_block_count,code_line_count,node_count,edge_count,resource_item_count,jargon_marker_count,citation_count
E1-T-6bf352248bff,操作系统,进程调度,quiz,P2,2221.0,1001.0,35.0,63.457142857142856,1.0,0.0,37.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-6bf352248bff,操作系统,进程调度,quiz,P1,973.0,420.0,13.0,74.84615384615384,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-7bd0c14e76bc,计算机网络,拥塞控制,code,P2,1945.0,630.0,55.0,35.36363636363637,3.0,0.0,46.0,0.0,79.0,0.0,0.0,0.0,2.0,0.0
E1-T-7bd0c14e76bc,计算机网络,拥塞控制,code,P3,1291.0,435.0,6.0,215.16666666666666,0.0,4.0,44.0,0.0,64.0,0.0,0.0,0.0,2.0,0.0
E1-T-7bd0c14e76bc,计算机网络,拥塞控制,code,P1,2339.0,692.0,8.0,292.375,0.0,3.0,96.0,0.0,95.0,0.0,0.0,0.0,3.0,0.0
E1-T-78085413206a,数据结构与算法,红黑树,doc,P2,2418.0,1516.0,94.0,25.72340425531915,6.0,11.0,31.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0
E1-T-78085413206a,数据结构与算法,红黑树,doc,P3,2257.0,1399.0,84.0,26.86904761904762,6.0,13.0,24.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0
E1-T-78085413206a,数据结构与算法,红黑树,doc,P1,1945.0,1273.0,77.0,25.25974025974026,6.0,11.0,26.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0
E1-T-27505aea8283,计算机网络,HTTPS 与 TLS,path,P3,742.0,450.0,5.0,148.4,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,12.0,0.0
E1-T-27505aea8283,计算机网络,HTTPS 与 TLS,path,P2,912.0,561.0,7.0,130.28571428571428,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0
E1-T-27505aea8283,计算机网络,HTTPS 与 TLS,path,P1,1189.0,692.0,2.0,594.5,0.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,2.0,0.0
E1-T-0733995c3191,机器学习,决策树剪枝,reading,P2,1828.0,723.0,32.0,57.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
E1-T-0733995c3191,机器学习,决策树剪枝,reading,P1,1761.0,709.0,20.0,88.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
E1-T-0733995c3191,机器学习,决策树剪枝,reading,P3,1843.0,736.0,33.0,55.84848484848485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0
E1-T-35a19fca8c3b,计算机网络,TCP 三次握手,doc,P2,2824.0,1302.0,81.0,34.864197530864196,8.0,5.0,28.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0
E1-T-35a19fca8c3b,计算机网络,TCP 三次握手,doc,P1,2716.0,1538.0,87.0,31.2183908045977,14.0,12.0,14.0,3.0,0.0,0.0,0.0,0.0,4.0,6.0
E1-T-35a19fca8c3b,计算机网络,TCP 三次握手,doc,P3,2957.0,1541.0,88.0,33.60227272727273,16.0,11.0,42.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0
E1-T-32072b804d80,计算机网络,拥塞控制,quiz,P2,828.0,406.0,9.0,92.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-32072b804d80,计算机网络,拥塞控制,quiz,P1,965.0,545.0,15.0,64.33333333333333,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-32072b804d80,计算机网络,拥塞控制,quiz,P3,2194.0,789.0,29.0,75.65517241379311,0.0,8.0,75.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0
E1-T-442313e74e3c,计算机网络,DNS 解析过程,path,P3,707.0,454.0,1.0,707.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,5.0,0.0
E1-T-442313e74e3c,计算机网络,DNS 解析过程,path,P2,818.0,510.0,1.0,818.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0
E1-T-442313e74e3c,计算机网络,DNS 解析过程,path,P1,884.0,529.0,3.0,294.6666666666667,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0
E1-T-05336fb4a7e0,操作系统,信号量与互斥锁,path,P3,708.0,498.0,1.0,708.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,12.0,0.0
E1-T-05336fb4a7e0,操作系统,信号量与互斥锁,path,P2,818.0,570.0,1.0,818.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,1.0,0.0
E1-T-05336fb4a7e0,操作系统,信号量与互斥锁,path,P1,1023.0,749.0,1.0,1023.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0
E1-T-f1304249ec67,数据结构与算法,拓扑排序,code,P2,898.0,291.0,17.0,52.8235294117647,0.0,0.0,55.0,0.0,41.0,0.0,0.0,0.0,2.0,0.0
E1-T-f1304249ec67,数据结构与算法,拓扑排序,code,P3,925.0,302.0,19.0,48.68421052631579,0.0,0.0,54.0,0.0,41.0,0.0,0.0,0.0,2.0,0.0
E1-T-f1304249ec67,数据结构与算法,拓扑排序,code,P1,816.0,265.0,16.0,51.0,0.0,0.0,48.0,0.0,32.0,0.0,0.0,0.0,2.0,0.0
E1-T-b3cde7a8dfe8,计算机组成原理,IEEE 754 浮点数,doc,P2,2068.0,1113.0,77.0,26.857142857142858,10.0,12.0,24.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0
E1-T-b3cde7a8dfe8,计算机组成原理,IEEE 754 浮点数,doc,P1,2738.0,1418.0,82.0,33.390243902439025,9.0,12.0,28.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-b3cde7a8dfe8,计算机组成原理,IEEE 754 浮点数,doc,P3,2275.0,1158.0,77.0,29.545454545454547,8.0,16.0,30.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-2e61a99ac50c,操作系统,死锁四条件,quiz,P1,903.0,507.0,14.0,64.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-2e61a99ac50c,操作系统,死锁四条件,quiz,P2,1343.0,755.0,34.0,39.5,5.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-2e61a99ac50c,操作系统,死锁四条件,quiz,P3,1178.0,685.0,15.0,78.53333333333333,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-9e9c42d0143f,机器学习,PCA 主成分分析,code,P1,1020.0,382.0,37.0,27.56756756756757,9.0,0.0,19.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
E1-T-9e9c42d0143f,机器学习,PCA 主成分分析,code,P2,1769.0,556.0,48.0,36.854166666666664,10.0,0.0,33.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0
E1-T-9e9c42d0143f,机器学习,PCA 主成分分析,code,P3,1600.0,520.0,58.0,27.586206896551722,7.0,0.0,25.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0
E1-T-25930da24b83,计算机网络,拥塞控制,doc,P2,3140.0,1679.0,71.0,44.225352112676056,8.0,21.0,43.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
E1-T-25930da24b83,计算机网络,拥塞控制,doc,P1,3350.0,1776.0,78.0,42.94871794871795,7.0,28.0,35.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0
E1-T-25930da24b83,计算机网络,拥塞控制,doc,P3,2760.0,1478.0,60.0,46.0,8.0,19.0,33.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0
E1-T-01989894bc32,操作系统,虚拟内存与页表,reading,P3,2005.0,422.0,43.0,46.627906976744185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-01989894bc32,操作系统,虚拟内存与页表,reading,P2,2050.0,419.0,31.0,66.12903225806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-01989894bc32,操作系统,虚拟内存与页表,reading,P1,2005.0,417.0,31.0,64.6774193548387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-cb6bd9e65c8e,机器学习,K-Means 聚类,quiz,P2,1230.0,646.0,20.0,61.5,0.0,0.0,64.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-cb6bd9e65c8e,机器学习,K-Means 聚类,quiz,P3,2592.0,899.0,64.0,40.5,0.0,2.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-cb6bd9e65c8e,机器学习,K-Means 聚类,quiz,P1,968.0,482.0,16.0,60.5,0.0,0.0,13.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-c748a8074c6e,操作系统,进程调度,doc,P3,2532.0,1580.0,67.0,37.791044776119406,8.0,26.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-c748a8074c6e,操作系统,进程调度,doc,P2,2637.0,1408.0,67.0,39.35820895522388,7.0,12.0,22.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-c748a8074c6e,操作系统,进程调度,doc,P1,3668.0,2010.0,90.0,40.75555555555555,9.0,21.0,44.0,1.0,0.0,0.0,0.0,0.0,3.0,6.0
E1-T-8b7fbfbab63d,机器学习,决策树剪枝,code,P1,1069.0,301.0,28.0,38.17857142857143,5.0,0.0,12.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0
E1-T-8b7fbfbab63d,机器学习,决策树剪枝,code,P2,1785.0,416.0,28.0,63.75,7.0,0.0,37.0,0.0,44.0,0.0,0.0,0.0,3.0,0.0
E1-T-8b7fbfbab63d,机器学习,决策树剪枝,code,P3,2538.0,599.0,74.0,34.2972972972973,9.0,0.0,47.0,0.0,58.0,0.0,0.0,0.0,5.0,0.0
E1-T-88c473f0decf,机器学习,PCA 主成分分析,reading,P3,1887.0,751.0,37.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-88c473f0decf,机器学习,PCA 主成分分析,reading,P1,1781.0,726.0,32.0,55.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
E1-T-88c473f0decf,机器学习,PCA 主成分分析,reading,P2,1862.0,721.0,35.0,53.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
E1-T-81be6ef2d10d,计算机组成原理,Cache 映射与替换,doc,P2,2206.0,1203.0,60.0,36.766666666666666,9.0,13.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-81be6ef2d10d,计算机组成原理,Cache 映射与替换,doc,P3,2378.0,1183.0,64.0,37.15625,9.0,7.0,41.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-81be6ef2d10d,计算机组成原理,Cache 映射与替换,doc,P1,2945.0,1521.0,84.0,35.05952380952381,7.0,10.0,46.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-4ff1ed7556e2,机器学习,梯度下降,quiz,P1,797.0,468.0,14.0,56.92857142857143,0.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-4ff1ed7556e2,机器学习,梯度下降,quiz,P3,1569.0,921.0,34.0,46.14705882352941,0.0,4.0,22.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
E1-T-4ff1ed7556e2,机器学习,梯度下降,quiz,P2,1034.0,621.0,18.0,57.44444444444444,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
E1-T-c91627869ea7,数据结构与算法,KMP 字符串匹配,code,P1,953.0,294.0,12.0,79.41666666666667,0.0,0.0,45.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0
E1-T-c91627869ea7,数据结构与算法,KMP 字符串匹配,code,P3,1058.0,295.0,14.0,75.57142857142857,0.0,0.0,64.0,0.0,51.0,0.0,0.0,0.0,4.0,0.0
E1-T-c91627869ea7,数据结构与算法,KMP 字符串匹配,code,P2,1074.0,308.0,12.0,89.5,0.0,0.0,61.0,0.0,52.0,0.0,0.0,0.0,4.0,0.0
E1-T-9001d573ad8e,数据结构与算法,KMP 字符串匹配,path,P3,710.0,501.0,1.0,710.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,24.0,0.0
E1-T-9001d573ad8e,数据结构与算法,KMP 字符串匹配,path,P1,853.0,579.0,1.0,853.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,6.0,0.0
E1-T-9001d573ad8e,数据结构与算法,KMP 字符串匹配,path,P2,825.0,562.0,1.0,825.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0
E1-T-33853bffd67e,机器学习,梯度下降,reading,P1,1702.0,691.0,25.0,68.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0
E1-T-33853bffd67e,机器学习,梯度下降,reading,P2,1769.0,693.0,32.0,55.28125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,0.0
E1-T-33853bffd67e,机器学习,梯度下降,reading,P3,1789.0,710.0,32.0,55.90625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0
E1-T-aa2c2f1b3bb9,机器学习,梯度下降,doc,P3,2329.0,1248.0,72.0,32.34722222222222,10.0,13.0,29.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0
E1-T-aa2c2f1b3bb9,机器学习,梯度下降,doc,P2,1412.0,793.0,42.0,33.61904761904762,8.0,10.0,10.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0
E1-T-aa2c2f1b3bb9,机器学习,梯度下降,doc,P1,2247.0,1296.0,76.0,29.56578947368421,9.0,11.0,27.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-13350ced7ba5,计算机网络,拥塞控制,path,P1,929.0,669.0,1.0,929.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0
E1-T-13350ced7ba5,计算机网络,拥塞控制,path,P3,848.0,559.0,2.0,424.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,15.0,0.0
E1-T-13350ced7ba5,计算机网络,拥塞控制,path,P2,834.0,582.0,1.0,834.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0
E1-T-9e1efae7c36d,计算机组成原理,虚地址翻译,code,P1,775.0,370.0,8.0,96.875,3.0,0.0,17.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0
E1-T-9e1efae7c36d,计算机组成原理,虚地址翻译,code,P2,1048.0,523.0,7.0,149.71428571428572,3.0,0.0,17.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0
E1-T-9e1efae7c36d,计算机组成原理,虚地址翻译,code,P3,1013.0,547.0,15.0,67.53333333333333,4.0,0.0,9.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0
E1-T-8eda270e01c0,数据结构与算法,Dijkstra 最短路径,reading,P3,1815.0,648.0,33.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
E1-T-8eda270e01c0,数据结构与算法,Dijkstra 最短路径,reading,P1,1658.0,714.0,21.0,78.95238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0
E1-T-8eda270e01c0,数据结构与算法,Dijkstra 最短路径,reading,P2,1784.0,667.0,27.0,66.07407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0
E1-T-90b12187bd11,数据结构与算法,Dijkstra 最短路径,code,P2,1191.0,368.0,23.0,51.78260869565217,0.0,0.0,62.0,0.0,52.0,0.0,0.0,0.0,3.0,0.0
E1-T-90b12187bd11,数据结构与算法,Dijkstra 最短路径,code,P1,986.0,294.0,23.0,42.869565217391305,0.0,0.0,52.0,0.0,40.0,0.0,0.0,0.0,2.0,0.0
E1-T-90b12187bd11,数据结构与算法,Dijkstra 最短路径,code,P3,1094.0,338.0,21.0,52.095238095238095,0.0,0.0,66.0,0.0,45.0,0.0,0.0,0.0,3.0,0.0
E1-T-fb5445ee1144,机器学习,K-Means 聚类,path,P3,763.0,498.0,1.0,763.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,8.0,0.0
E1-T-fb5445ee1144,机器学习,K-Means 聚类,path,P1,917.0,619.0,1.0,917.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,0.0,0.0
E1-T-fb5445ee1144,机器学习,K-Means 聚类,path,P2,838.0,536.0,1.0,838.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,2.0,0.0
E1-T-51b9b2784958,计算机网络,HTTPS 与 TLS,doc,P1,2912.0,1398.0,86.0,33.86046511627907,7.0,13.0,12.0,1.0,0.0,0.0,0.0,0.0,10.0,6.0
E1-T-51b9b2784958,计算机网络,HTTPS 与 TLS,doc,P2,2910.0,1410.0,72.0,40.416666666666664,9.0,14.0,21.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0
E1-T-51b9b2784958,计算机网络,HTTPS 与 TLS,doc,P3,3055.0,1402.0,93.0,32.8494623655914,10.0,13.0,13.0,1.0,0.0,0.0,0.0,0.0,9.0,6.0
E1-T-82a77435370c,计算机网络,DNS 解析过程,reading,P3,1655.0,768.0,29.0,57.06896551724138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
E1-T-82a77435370c,计算机网络,DNS 解析过程,reading,P2,1543.0,754.0,27.0,57.148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0
E1-T-82a77435370c,计算机网络,DNS 解析过程,reading,P1,1492.0,749.0,21.0,71.04761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-ef506f71dfd1,数据结构与算法,红黑树,code,P1,2397.0,539.0,19.0,126.15789473684211,0.0,0.0,178.0,0.0,123.0,0.0,0.0,0.0,2.0,0.0
E1-T-ef506f71dfd1,数据结构与算法,红黑树,code,P3,2586.0,594.0,21.0,123.14285714285714,0.0,0.0,209.0,0.0,163.0,0.0,0.0,0.0,4.0,0.0
E1-T-ef506f71dfd1,数据结构与算法,红黑树,code,P2,2377.0,617.0,12.0,198.08333333333334,0.0,0.0,204.0,0.0,127.0,0.0,0.0,0.0,5.0,0.0
E1-T-be24de2328ea,计算机网络,HTTPS 与 TLS,quiz,P1,1158.0,591.0,26.0,44.53846153846154,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
E1-T-be24de2328ea,计算机网络,HTTPS 与 TLS,quiz,P2,1636.0,728.0,35.0,46.74285714285714,4.0,0.0,8.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
E1-T-be24de2328ea,计算机网络,HTTPS 与 TLS,quiz,P3,2051.0,781.0,50.0,41.02,2.0,0.0,22.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-174326d7c399,计算机网络,拥塞控制,reading,P1,1638.0,767.0,32.0,51.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-174326d7c399,计算机网络,拥塞控制,reading,P2,1652.0,753.0,33.0,50.06060606060606,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-174326d7c399,计算机网络,拥塞控制,reading,P3,1649.0,774.0,32.0,51.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
E1-T-f96d860f276a,数据结构与算法,拓扑排序,reading,P3,1708.0,792.0,25.0,68.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-f96d860f276a,数据结构与算法,拓扑排序,reading,P2,1764.0,707.0,32.0,55.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
E1-T-f96d860f276a,数据结构与算法,拓扑排序,reading,P1,1594.0,736.0,22.0,72.45454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0
E1-T-a44eed0114e9,计算机组成原理,流水线数据冒险,doc,P1,2493.0,1228.0,43.0,57.97674418604651,9.0,2.0,32.0,4.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-a44eed0114e9,计算机组成原理,流水线数据冒险,doc,P2,2176.0,1302.0,61.0,35.67213114754098,10.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-a44eed0114e9,计算机组成原理,流水线数据冒险,doc,P3,2336.0,1281.0,54.0,43.25925925925926,10.0,6.0,27.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-17dde9e63e68,机器学习,PCA 主成分分析,path,P2,748.0,497.0,1.0,748.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,3.0,0.0
E1-T-17dde9e63e68,机器学习,PCA 主成分分析,path,P3,801.0,561.0,1.0,801.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,0.0,14.0,0.0
E1-T-17dde9e63e68,机器学习,PCA 主成分分析,path,P1,939.0,638.0,1.0,939.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,1.0,0.0
E1-T-5b71d5a9bfab,计算机组成原理,虚地址翻译,doc,P3,2458.0,1366.0,53.0,46.37735849056604,9.0,7.0,34.0,2.0,0.0,0.0,0.0,0.0,1.0,6.0
E1-T-5b71d5a9bfab,计算机组成原理,虚地址翻译,doc,P1,1954.0,1118.0,34.0,57.470588235294116,10.0,2.0,19.0,2.0,0.0,0.0,0.0,0.0,2.0,6.0
E1-T-5b71d5a9bfab,计算机组成原理,虚地址翻译,doc,P2,2639.0,1361.0,60.0,43.983333333333334,7.0,4.0,24.0,2.0,0.0,0.0,0.0,0.0,3.0,6.0
E1-T-bb8804a6f203,数据结构与算法,红黑树,quiz,P1,1432.0,823.0,40.0,35.8,0.0,4.0,23.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-bb8804a6f203,数据结构与算法,红黑树,quiz,P3,960.0,573.0,41.0,23.414634146341463,0.0,0.0,18.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-bb8804a6f203,数据结构与算法,红黑树,quiz,P2,907.0,549.0,41.0,22.121951219512194,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-07cd3cd37283,数据结构与算法,KMP 字符串匹配,doc,P2,1971.0,1035.0,36.0,54.75,7.0,10.0,61.0,1.0,0.0,0.0,0.0,0.0,8.0,6.0
E1-T-07cd3cd37283,数据结构与算法,KMP 字符串匹配,doc,P1,2363.0,1329.0,55.0,42.96363636363636,7.0,13.0,48.0,1.0,0.0,0.0,0.0,0.0,5.0,6.0
E1-T-07cd3cd37283,数据结构与算法,KMP 字符串匹配,doc,P3,2030.0,1144.0,47.0,43.191489361702125,6.0,4.0,46.0,1.0,0.0,0.0,0.0,0.0,7.0,6.0
E1-T-f147bd2f309f,计算机网络,TCP 三次握手,quiz,P3,1425.0,486.0,29.0,49.13793103448276,0.0,4.0,12.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
E1-T-f147bd2f309f,计算机网络,TCP 三次握手,quiz,P2,1359.0,649.0,36.0,37.75,0.0,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
E1-T-f147bd2f309f,计算机网络,TCP 三次握手,quiz,P1,836.0,372.0,26.0,32.15384615384615,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
E1-T-21b1cc0bf916,机器学习,决策树剪枝,path,P3,738.0,535.0,1.0,738.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,16.0,0.0
E1-T-21b1cc0bf916,机器学习,决策树剪枝,path,P2,877.0,601.0,1.0,877.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,0.0,4.0,0.0
E1-T-21b1cc0bf916,机器学习,决策树剪枝,path,P1,866.0,606.0,1.0,866.0,0.0,0.0,1.0,0.0,0.0,7.0,6.0,0.0,5.0,0.0
E1-T-79839dc3f972,计算机组成原理,IEEE 754 浮点数,reading,P2,1646.0,356.0,16.0,102.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
E1-T-79839dc3f972,计算机组成原理,IEEE 754 浮点数,reading,P1,1630.0,345.0,13.0,125.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
E1-T-79839dc3f972,计算机组成原理,IEEE 754 浮点数,reading,P3,1661.0,357.0,16.0,103.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
E1-T-be9318583a83,计算机组成原理,Cache 映射与替换,reading,P1,1811.0,373.0,18.0,100.61111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
E1-T-be9318583a83,计算机组成原理,Cache 映射与替换,reading,P2,1726.0,366.0,16.0,107.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
E1-T-be9318583a83,计算机组成原理,Cache 映射与替换,reading,P3,1756.0,391.0,28.0,62.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
E1-T-3f109c670771,操作系统,进程调度,code,P2,1561.0,489.0,22.0,70.95454545454545,0.0,3.0,36.0,0.0,67.0,0.0,0.0,0.0,2.0,0.0
E1-T-3f109c670771,操作系统,进程调度,code,P1,3537.0,1086.0,68.0,52.01470588235294,0.0,8.0,99.0,0.0,160.0,0.0,0.0,0.0,2.0,0.0
E1-T-3f109c670771,操作系统,进程调度,code,P3,1900.0,621.0,29.0,65.51724137931035,0.0,4.0,38.0,0.0,83.0,0.0,0.0,0.0,2.0,0.0
E1-T-44a653cfae35,数据结构与算法,Dijkstra 最短路径,quiz,P1,1275.0,603.0,16.0,79.6875,0.0,0.0,33.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0
E1-T-44a653cfae35,数据结构与算法,Dijkstra 最短路径,quiz,P2,1424.0,774.0,28.0,50.857142857142854,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
E1-T-44a653cfae35,数据结构与算法,Dijkstra 最短路径,quiz,P3,1305.0,608.0,22.0,59.31818181818182,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0
E1-T-4b4f90580251,计算机网络,TCP 三次握手,reading,P1,1609.0,715.0,22.0,73.13636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0
E1-T-4b4f90580251,计算机网络,TCP 三次握手,reading,P3,1690.0,760.0,26.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0
E1-T-4b4f90580251,计算机网络,TCP 三次握手,reading,P2,1637.0,715.0,26.0,62.96153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0
E1-T-d433fd394f46,数据结构与算法,红黑树,reading,P3,1728.0,758.0,35.0,49.371428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0
E1-T-d433fd394f46,数据结构与算法,红黑树,reading,P1,1782.0,752.0,27.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0
E1-T-d433fd394f46,数据结构与算法,红黑树,reading,P2,1776.0,730.0,35.0,50.74285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,0.0
E1-T-635d6c33dc76,计算机网络,HTTPS 与 TLS,code,P2,3435.0,837.0,83.0,41.3855421686747,4.0,3.0,32.0,0.0,115.0,0.0,0.0,0.0,1.0,0.0
